,Operating_Airline,Origin,OriginCityName,Dest,DestCityName,DistanceGroup
436,OO,SEA,"Seattle, WA",GEG,"Spokane, WA",1
439,UA,EWR,"Newark, NJ",LAX,"Los Angeles, CA",10
440,F9,MCO,"Orlando, FL",BWI,"Baltimore, MD",4
441,AA,CLT,"Charlotte, NC",ORD,"Chicago, IL",3
442,UA,SFO,"San Francisco, CA",AUS,"Austin, TX",7
443,QX,SEA,"Seattle, WA",PSC,"Pasco/Kennewick/Richland, WA",1
444,B6,JFK,"New York, NY",BOS,"Boston, MA",1
445,AA,LAS,"Las Vegas, NV",ORD,"Chicago, IL",7
447,MQ,MCI,"Kansas City, MO",ORD,"Chicago, IL",2
448,WN,PHX,"Phoenix, AZ",LAS,"Las Vegas, NV",2
449,AA,LAS,"Las Vegas, NV",AUS,"Austin, TX",5
450,AA,MIA,"Miami, FL",BOS,"Boston, MA",6
451,OH,RIC,"Richmond, VA",CLT,"Charlotte, NC",2
453,DL,CHS,"Charleston, SC",ATL,"Atlanta, GA",2
454,UA,PDX,"Portland, OR",SFO,"San Francisco, CA",3
456,UA,BNA,"Nashville, TN",EWR,"Newark, NJ",3
457,WN,DEN,"Denver, CO",LGA,"New York, NY",7
458,DL,BOS,"Boston, MA",LAX,"Los Angeles, CA",11
459,WN,IAH,"Houston, TX",BNA,"Nashville, TN",3
460,AS,EWR,"Newark, NJ",SFO,"San Francisco, CA",11
463,B6,TPA,"Tampa, FL",BOS,"Boston, MA",5
464,B6,BOS,"Boston, MA",JFK,"New York, NY",1
465,G7,CVG,"Cincinnati, OH",EWR,"Newark, NJ",3
466,OO,LAX,"Los Angeles, CA",TUS,"Tucson, AZ",2
467,DL,DEN,"Denver, CO",DTW,"Detroit, MI",5
468,OO,TUS,"Tucson, AZ",LAX,"Los Angeles, CA",2
469,AA,JFK,"New York, NY",AUS,"Austin, TX",7
470,QX,SJC,"San Jose, CA",SEA,"Seattle, WA",3
471,OO,SEA,"Seattle, WA",ONT,"Ontario, CA",4
472,AA,ORD,"Chicago, IL",LAS,"Las Vegas, NV",7
473,OO,TVC,"Traverse City, MI",ORD,"Chicago, IL",1
474,OO,OMA,"Omaha, NE",ORD,"Chicago, IL",2
476,WN,MDW,"Chicago, IL",LAS,"Las Vegas, NV",7
477,WN,DEN,"Denver, CO",MSP,"Minneapolis, MN",3
478,DL,SRQ,"Sarasota/Bradenton, FL",ATL,"Atlanta, GA",2
479,AA,SEA,"Seattle, WA",PHX,"Phoenix, AZ",5
480,YX,DCA,"Washington, DC",DTW,"Detroit, MI",2
482,WN,AUS,"Austin, TX",LAS,"Las Vegas, NV",5
483,DL,DFW,"Dallas/Fort Worth, TX",JFK,"New York, NY",6
484,WN,ATL,"Atlanta, GA",MCI,"Kansas City, MO",3
485,AA,PHX,"Phoenix, AZ",SAN,"San Diego, CA",2
486,WN,SNA,"Santa Ana, CA",PHX,"Phoenix, AZ",2
487,AS,SEA,"Seattle, WA",JFK,"New York, NY",10
489,UA,FLL,"Fort Lauderdale, FL",EWR,"Newark, NJ",5
490,B6,EWR,"Newark, NJ",MIA,"Miami, FL",5
491,UA,IAH,"Houston, TX",DEN,"Denver, CO",4
494,OO,DTW,"Detroit, MI",ORD,"Chicago, IL",1
495,WN,DEN,"Denver, CO",IND,"Indianapolis, IN",4
496,OO,ORD,"Chicago, IL",DFW,"Dallas/Fort Worth, TX",4
497,AA,SFO,"San Francisco, CA",LAX,"Los Angeles, CA",2
498,NK,DEN,"Denver, CO",MIA,"Miami, FL",7
499,UA,DEN,"Denver, CO",SAN,"San Diego, CA",4
501,OO,DEN,"Denver, CO",BZN,"Bozeman, MT",3
503,UA,MSY,"New Orleans, LA",IAH,"Houston, TX",2
504,WN,DEN,"Denver, CO",TUS,"Tucson, AZ",3
506,OO,IAH,"Houston, TX",OKC,"Oklahoma City, OK",2
509,AA,MSP,"Minneapolis, MN",PHX,"Phoenix, AZ",6
510,AA,DEN,"Denver, CO",PHX,"Phoenix, AZ",3
511,DL,PDX,"Portland, OR",SEA,"Seattle, WA",1
513,WN,SMF,"Sacramento, CA",LAS,"Las Vegas, NV",2
514,QX,SEA,"Seattle, WA",OAK,"Oakland, CA",3
516,9E,LGA,"New York, NY",STL,"St. Louis, MO",4
518,OO,ORD,"Chicago, IL",STL,"St. Louis, MO",2
522,OH,CLT,"Charlotte, NC",SAV,"Savannah, GA",1
523,WN,BUR,"Burbank, CA",LAS,"Las Vegas, NV",1
524,AA,ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ",2
525,DL,DEN,"Denver, CO",SLC,"Salt Lake City, UT",2
527,MQ,DFW,"Dallas/Fort Worth, TX",CRP,"Corpus Christi, TX",2
528,MQ,OKC,"Oklahoma City, OK",DFW,"Dallas/Fort Worth, TX",1
533,PT,CLT,"Charlotte, NC",GSO,"Greensboro/High Point, NC",1
535,WN,MCI,"Kansas City, MO",DEN,"Denver, CO",3
536,DL,PDX,"Portland, OR",LAX,"Los Angeles, CA",4
537,NK,BWI,"Baltimore, MD",MCO,"Orlando, FL",4
538,NK,ATL,"Atlanta, GA",MCO,"Orlando, FL",2
539,AA,PHX,"Phoenix, AZ",ORD,"Chicago, IL",6
540,OH,TYS,"Knoxville, TN",CLT,"Charlotte, NC",1
541,YV,DFW,"Dallas/Fort Worth, TX",IAH,"Houston, TX",1
543,DL,AUS,"Austin, TX",LAX,"Los Angeles, CA",5
544,HA,HNL,"Honolulu, HI",LAX,"Los Angeles, CA",11
545,WN,ATL,"Atlanta, GA",FLL,"Fort Lauderdale, FL",3
548,F9,PHL,"Philadelphia, PA",FLL,"Fort Lauderdale, FL",4
549,B6,SEA,"Seattle, WA",BOS,"Boston, MA",10
550,UA,OGG,"Kahului, HI",LAX,"Los Angeles, CA",10
551,F9,MIA,"Miami, FL",PHL,"Philadelphia, PA",5
552,AA,PHX,"Phoenix, AZ",DEN,"Denver, CO",3
553,AA,AUS,"Austin, TX",MIA,"Miami, FL",5
554,UA,IAH,"Houston, TX",DCA,"Washington, DC",5
556,DL,LAS,"Las Vegas, NV",MSP,"Minneapolis, MN",6
557,F9,DEN,"Denver, CO",IAH,"Houston, TX",4
560,UA,EWR,"Newark, NJ",DFW,"Dallas/Fort Worth, TX",6
561,DL,LAX,"Los Angeles, CA",SEA,"Seattle, WA",4
562,AA,JFK,"New York, NY",CLT,"Charlotte, NC",3
565,YX,DCA,"Washington, DC",LGA,"New York, NY",1
566,AA,SAN,"San Diego, CA",DFW,"Dallas/Fort Worth, TX",5
567,WN,OAK,"Oakland, CA",PDX,"Portland, OR",3
568,B6,LAX,"Los Angeles, CA",EWR,"Newark, NJ",10
569,ZW,MKE,"Milwaukee, WI",ORD,"Chicago, IL",1
570,WN,BWI,"Baltimore, MD",BOS,"Boston, MA",2
573,WN,SMF,"Sacramento, CA",SNA,"Santa Ana, CA",2
575,YX,ORD,"Chicago, IL",BUF,"Buffalo, NY",2
576,OO,DEN,"Denver, CO",OKC,"Oklahoma City, OK",2
577,ZW,CID,"Cedar Rapids/Iowa City, IA",ORD,"Chicago, IL",1
578,AA,LAX,"Los Angeles, CA",MCO,"Orlando, FL",9
579,WN,MIA,"Miami, FL",BWI,"Baltimore, MD",4
580,UA,SFO,"San Francisco, CA",SAN,"San Diego, CA",2
581,DL,MCI,"Kansas City, MO",ATL,"Atlanta, GA",3
582,B6,JFK,"New York, NY",LAX,"Los Angeles, CA",10
584,B6,TPA,"Tampa, FL",JFK,"New York, NY",5
585,UA,IND,"Indianapolis, IN",DEN,"Denver, CO",4
587,MQ,DFW,"Dallas/Fort Worth, TX",ELP,"El Paso, TX",3
589,B6,BOS,"Boston, MA",RDU,"Raleigh/Durham, NC",3
591,NK,FLL,"Fort Lauderdale, FL",BWI,"Baltimore, MD",4
592,F9,CLT,"Charlotte, NC",DEN,"Denver, CO",6
593,DL,ATL,"Atlanta, GA",AUS,"Austin, TX",4
594,F9,LGA,"New York, NY",MCO,"Orlando, FL",4
597,WN,ORD,"Chicago, IL",FLL,"Fort Lauderdale, FL",5
598,WN,LAS,"Las Vegas, NV",SJC,"San Jose, CA",2
600,DL,DTW,"Detroit, MI",ATL,"Atlanta, GA",3
601,OO,HPN,"White Plains, NY",ORD,"Chicago, IL",3
602,OO,SEA,"Seattle, WA",BOI,"Boise, ID",2
603,NK,LAS,"Las Vegas, NV",SEA,"Seattle, WA",4
605,NK,DTW,"Detroit, MI",DEN,"Denver, CO",5
606,F9,LAS,"Las Vegas, NV",PHX,"Phoenix, AZ",2
607,DL,MKE,"Milwaukee, WI",ATL,"Atlanta, GA",3
610,AA,MIA,"Miami, FL",CLT,"Charlotte, NC",3
611,OO,SEA,"Seattle, WA",PSC,"Pasco/Kennewick/Richland, WA",1
612,UA,DEN,"Denver, CO",EWR,"Newark, NJ",7
613,WN,MDW,"Chicago, IL",ATL,"Atlanta, GA",3
615,AA,ORF,"Norfolk, VA",CLT,"Charlotte, NC",2
616,NK,IAH,"Houston, TX",DTW,"Detroit, MI",5
617,WN,BZN,"Bozeman, MT",DEN,"Denver, CO",3
618,AS,LAS,"Las Vegas, NV",SEA,"Seattle, WA",4
619,UA,AUS,"Austin, TX",ORD,"Chicago, IL",4
620,B6,BDL,"Hartford, CT",MCO,"Orlando, FL",5
621,OO,BNA,"Nashville, TN",IAH,"Houston, TX",3
622,OH,CLT,"Charlotte, NC",BWI,"Baltimore, MD",2
623,WN,PDX,"Portland, OR",OAK,"Oakland, CA",3
624,YX,ORD,"Chicago, IL",JFK,"New York, NY",3
628,AA,RDU,"Raleigh/Durham, NC",ORD,"Chicago, IL",3
629,YX,LGA,"New York, NY",ATL,"Atlanta, GA",4
630,OO,SLC,"Salt Lake City, UT",IAH,"Houston, TX",5
631,DL,IAH,"Houston, TX",LAX,"Los Angeles, CA",6
632,DL,MSP,"Minneapolis, MN",LGA,"New York, NY",5
633,AA,BOS,"Boston, MA",MIA,"Miami, FL",6
634,WN,SAN,"San Diego, CA",DEN,"Denver, CO",4
635,WN,DAL,"Dallas, TX",HOU,"Houston, TX",1
637,UA,TPA,"Tampa, FL",ORD,"Chicago, IL",5
638,AA,SFO,"San Francisco, CA",DFW,"Dallas/Fort Worth, TX",6
639,WN,DAL,"Dallas, TX",AUS,"Austin, TX",1
640,UA,IAH,"Houston, TX",ORD,"Chicago, IL",4
641,NK,CLT,"Charlotte, NC",LAS,"Las Vegas, NV",8
643,F9,PHL,"Philadelphia, PA",TPA,"Tampa, FL",4
644,AS,SEA,"Seattle, WA",SJC,"San Jose, CA",3
647,AA,DFW,"Dallas/Fort Worth, TX",DCA,"Washington, DC",5
651,WN,SAN,"San Diego, CA",SJC,"San Jose, CA",2
652,DL,RSW,"Fort Myers, FL",ATL,"Atlanta, GA",3
653,NK,DTW,"Detroit, MI",MCO,"Orlando, FL",4
654,WN,ATL,"Atlanta, GA",GSP,"Greer, SC",1
655,AA,CLT,"Charlotte, NC",DFW,"Dallas/Fort Worth, TX",4
656,QX,SEA,"Seattle, WA",MFR,"Medford, OR",2
658,AA,DFW,"Dallas/Fort Worth, TX",ATL,"Atlanta, GA",3
659,WN,BWI,"Baltimore, MD",TPA,"Tampa, FL",4
660,WN,HOU,"Houston, TX",DEN,"Denver, CO",4
661,WN,LGA,"New York, NY",ATL,"Atlanta, GA",4
662,UA,SNA,"Santa Ana, CA",ORD,"Chicago, IL",7
664,DL,LGA,"New York, NY",MSP,"Minneapolis, MN",5
667,DL,MEM,"Memphis, TN",ATL,"Atlanta, GA",2
668,OH,DTW,"Detroit, MI",PHL,"Philadelphia, PA",2
670,F9,DEN,"Denver, CO",SAN,"San Diego, CA",4
671,AA,SAN,"San Diego, CA",PHX,"Phoenix, AZ",2
672,F9,ATL,"Atlanta, GA",PBI,"West Palm Beach/Palm Beach, FL",3
675,B6,ATL,"Atlanta, GA",BOS,"Boston, MA",4
676,F9,SLC,"Salt Lake City, UT",LAS,"Las Vegas, NV",2
677,DL,SEA,"Seattle, WA",SLC,"Salt Lake City, UT",3
679,OO,BNA,"Nashville, TN",ORD,"Chicago, IL",2
680,DL,BOS,"Boston, MA",LGA,"New York, NY",1
682,NK,LAS,"Las Vegas, NV",DTW,"Detroit, MI",7
684,OO,ORD,"Chicago, IL",BNA,"Nashville, TN",2
685,DL,DEN,"Denver, CO",MSP,"Minneapolis, MN",3
686,UA,IAH,"Houston, TX",LAS,"Las Vegas, NV",5
687,QX,FAI,"Fairbanks, AK",ANC,"Anchorage, AK",2
688,UA,STL,"St. Louis, MO",DEN,"Denver, CO",4
689,DL,ATL,"Atlanta, GA",ORD,"Chicago, IL",3
691,AA,BNA,"Nashville, TN",PHL,"Philadelphia, PA",3
692,UA,SJC,"San Jose, CA",DEN,"Denver, CO",4
693,B6,LGA,"New York, NY",DEN,"Denver, CO",7
694,PT,CLT,"Charlotte, NC",ROA,"Roanoke, VA",1
695,UA,FLL,"Fort Lauderdale, FL",IAH,"Houston, TX",4
696,DL,MCO,"Orlando, FL",ATL,"Atlanta, GA",2
698,9E,LGA,"New York, NY",CLT,"Charlotte, NC",3
700,B6,LGA,"New York, NY",FLL,"Fort Lauderdale, FL",5
703,AA,MIA,"Miami, FL",JFK,"New York, NY",5
704,DL,SLC,"Salt Lake City, UT",PHX,"Phoenix, AZ",3
706,UA,SEA,"Seattle, WA",EWR,"Newark, NJ",10
707,DL,MSP,"Minneapolis, MN",DEN,"Denver, CO",3
708,WN,OAK,"Oakland, CA",SNA,"Santa Ana, CA",2
710,WN,LGA,"New York, NY",STL,"St. Louis, MO",4
712,OO,LAX,"Los Angeles, CA",SJC,"San Jose, CA",2
713,B6,BOS,"Boston, MA",MCO,"Orlando, FL",5
714,B6,LAS,"Las Vegas, NV",LAX,"Los Angeles, CA",1
715,HA,HNL,"Honolulu, HI",ITO,"Hilo, HI",1
716,DL,BOS,"Boston, MA",SEA,"Seattle, WA",10
717,AA,DEN,"Denver, CO",AUS,"Austin, TX",4
718,DL,SNA,"Santa Ana, CA",SLC,"Salt Lake City, UT",3
719,UA,BOS,"Boston, MA",EWR,"Newark, NJ",1
721,DL,LGA,"New York, NY",PBI,"West Palm Beach/Palm Beach, FL",5
722,DL,SNA,"Santa Ana, CA",SEA,"Seattle, WA",4
723,DL,OKC,"Oklahoma City, OK",ATL,"Atlanta, GA",4
724,WN,PHX,"Phoenix, AZ",ABQ,"Albuquerque, NM",2
725,F9,PHL,"Philadelphia, PA",MIA,"Miami, FL",5
727,WN,AUS,"Austin, TX",ATL,"Atlanta, GA",4
730,ZW,DAY,"Dayton, OH",ORD,"Chicago, IL",1
731,DL,SEA,"Seattle, WA",ATL,"Atlanta, GA",9
732,OO,LAX,"Los Angeles, CA",IAH,"Houston, TX",6
733,AS,SEA,"Seattle, WA",ORD,"Chicago, IL",7
734,AA,MIA,"Miami, FL",MCO,"Orlando, FL",1
736,DL,ATL,"Atlanta, GA",LGA,"New York, NY",4
737,UA,BOS,"Boston, MA",ORD,"Chicago, IL",4
738,YX,LGA,"New York, NY",DCA,"Washington, DC",1
740,UA,ORD,"Chicago, IL",LAS,"Las Vegas, NV",7
741,OO,SJC,"San Jose, CA",SAN,"San Diego, CA",2
742,AA,PIT,"Pittsburgh, PA",CLT,"Charlotte, NC",2
744,UA,HNL,"Honolulu, HI",SFO,"San Francisco, CA",10
745,OO,ORD,"Chicago, IL",PIT,"Pittsburgh, PA",2
746,DL,ATL,"Atlanta, GA",MEM,"Memphis, TN",2
749,AA,CLT,"Charlotte, NC",DTW,"Detroit, MI",3
751,AA,BOS,"Boston, MA",LAX,"Los Angeles, CA",11
752,WN,PHX,"Phoenix, AZ",AUS,"Austin, TX",4
754,9E,EWR,"Newark, NJ",BOS,"Boston, MA",1
755,AA,ORD,"Chicago, IL",AUS,"Austin, TX",4
757,UA,OMA,"Omaha, NE",DEN,"Denver, CO",2
759,NK,ORD,"Chicago, IL",MIA,"Miami, FL",5
762,OO,ORD,"Chicago, IL",DSM,"Des Moines, IA",2
764,NK,ATL,"Atlanta, GA",MIA,"Miami, FL",3
765,WN,BWI,"Baltimore, MD",DEN,"Denver, CO",6
766,WN,SAT,"San Antonio, TX",DEN,"Denver, CO",4
767,UA,LAX,"Los Angeles, CA",JFK,"New York, NY",10
769,9E,BNA,"Nashville, TN",LGA,"New York, NY",4
770,HA,HNL,"Honolulu, HI",OGG,"Kahului, HI",1
771,AS,SMF,"Sacramento, CA",SEA,"Seattle, WA",3
772,YX,DCA,"Washington, DC",MSY,"New Orleans, LA",4
773,DL,ATL,"Atlanta, GA",LAS,"Las Vegas, NV",7
774,YV,BUF,"Buffalo, NY",ORD,"Chicago, IL",2
782,YX,JFK,"New York, NY",RDU,"Raleigh/Durham, NC",2
784,OO,SFO,"San Francisco, CA",PSP,"Palm Springs, CA",2
785,YX,ORD,"Chicago, IL",MCI,"Kansas City, MO",2
786,WN,SFO,"San Francisco, CA",LAX,"Los Angeles, CA",2
787,F9,BNA,"Nashville, TN",MCO,"Orlando, FL",3
788,DL,ATL,"Atlanta, GA",DCA,"Washington, DC",3
789,9E,MDW,"Chicago, IL",DTW,"Detroit, MI",1
791,OH,RDU,"Raleigh/Durham, NC",DCA,"Washington, DC",1
793,OH,IAD,"Washington, DC",CLT,"Charlotte, NC",2
795,NK,LAS,"Las Vegas, NV",SNA,"Santa Ana, CA",1
796,AA,LAX,"Los Angeles, CA",DEN,"Denver, CO",4
797,G7,PIT,"Pittsburgh, PA",EWR,"Newark, NJ",2
798,F9,MIA,"Miami, FL",DFW,"Dallas/Fort Worth, TX",5
801,WN,DEN,"Denver, CO",SAT,"San Antonio, TX",4
803,AS,ORD,"Chicago, IL",SEA,"Seattle, WA",7
806,NK,MCO,"Orlando, FL",PHL,"Philadelphia, PA",4
807,OH,CHS,"Charleston, SC",CLT,"Charlotte, NC",1
809,9E,STL,"St. Louis, MO",LGA,"New York, NY",4
811,DL,SLC,"Salt Lake City, UT",PDX,"Portland, OR",3
812,B6,LGA,"New York, NY",BOS,"Boston, MA",1
814,AS,LAX,"Los Angeles, CA",SFO,"San Francisco, CA",2
815,AA,RDU,"Raleigh/Durham, NC",CLT,"Charlotte, NC",1
817,AA,ORD,"Chicago, IL",FLL,"Fort Lauderdale, FL",5
819,DL,DTW,"Detroit, MI",BOS,"Boston, MA",3
823,UA,MCI,"Kansas City, MO",DEN,"Denver, CO",3
825,WN,SJC,"San Jose, CA",DEN,"Denver, CO",4
828,WN,BUR,"Burbank, CA",OAK,"Oakland, CA",2
829,NK,ORD,"Chicago, IL",ATL,"Atlanta, GA",3
830,DL,LAX,"Los Angeles, CA",SLC,"Salt Lake City, UT",3
832,MQ,ATW,"Appleton, WI",ORD,"Chicago, IL",1
835,DL,BOS,"Boston, MA",TPA,"Tampa, FL",5
836,AA,LAX,"Los Angeles, CA",AUS,"Austin, TX",5
837,WN,ORD,"Chicago, IL",BWI,"Baltimore, MD",3
838,UA,ORD,"Chicago, IL",PHX,"Phoenix, AZ",6
839,DL,DFW,"Dallas/Fort Worth, TX",DTW,"Detroit, MI",4
840,WN,PHX,"Phoenix, AZ",SLC,"Salt Lake City, UT",3
841,WN,ATL,"Atlanta, GA",MCO,"Orlando, FL",2
842,B6,DEN,"Denver, CO",LGA,"New York, NY",7
843,UA,SFO,"San Francisco, CA",IAH,"Houston, TX",7
844,AA,ORD,"Chicago, IL",PHX,"Phoenix, AZ",6
845,UA,ORD,"Chicago, IL",DFW,"Dallas/Fort Worth, TX",4
846,AA,CLT,"Charlotte, NC",PIT,"Pittsburgh, PA",2
847,NK,AUS,"Austin, TX",MCO,"Orlando, FL",4
848,G7,EWR,"Newark, NJ",DCA,"Washington, DC",1
849,OO,CVG,"Cincinnati, OH",ORD,"Chicago, IL",2
851,WN,PHX,"Phoenix, AZ",PDX,"Portland, OR",5
852,UA,SFO,"San Francisco, CA",DEN,"Denver, CO",4
853,AS,GEG,"Spokane, WA",SEA,"Seattle, WA",1
854,DL,ATL,"Atlanta, GA",PHL,"Philadelphia, PA",3
856,DL,BNA,"Nashville, TN",ATL,"Atlanta, GA",1
857,WN,ATL,"Atlanta, GA",DEN,"Denver, CO",5
858,9E,ORF,"Norfolk, VA",JFK,"New York, NY",2
860,WN,PHX,"Phoenix, AZ",SFO,"San Francisco, CA",3
862,NK,FLL,"Fort Lauderdale, FL",ORD,"Chicago, IL",5
865,UA,DEN,"Denver, CO",SMF,"Sacramento, CA",4
866,WN,ORD,"Chicago, IL",PHX,"Phoenix, AZ",6
867,AA,ORD,"Chicago, IL",MIA,"Miami, FL",5
868,WN,OAK,"Oakland, CA",LAX,"Los Angeles, CA",2
870,DL,ATL,"Atlanta, GA",JFK,"New York, NY",4
871,YV,ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ",2
872,UA,DEN,"Denver, CO",DSM,"Des Moines, IA",3
873,WN,IND,"Indianapolis, IN",DEN,"Denver, CO",4
874,AA,ORD,"Chicago, IL",CLT,"Charlotte, NC",3
875,F9,PBI,"West Palm Beach/Palm Beach, FL",ATL,"Atlanta, GA",3
876,OO,DEN,"Denver, CO",LAX,"Los Angeles, CA",4
877,AA,SMF,"Sacramento, CA",PHX,"Phoenix, AZ",3
878,WN,TPA,"Tampa, FL",DEN,"Denver, CO",7
879,UA,DEN,"Denver, CO",DFW,"Dallas/Fort Worth, TX",3
881,B6,JFK,"New York, NY",DFW,"Dallas/Fort Worth, TX",6
885,DL,LAX,"Los Angeles, CA",MCO,"Orlando, FL",9
886,OO,DEN,"Denver, CO",SEA,"Seattle, WA",5
890,WN,AUS,"Austin, TX",LAX,"Los Angeles, CA",5
892,9E,JFK,"New York, NY",BNA,"Nashville, TN",4
893,DL,ATL,"Atlanta, GA",CMH,"Columbus, OH",2
895,B6,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",1
896,B6,SFO,"San Francisco, CA",JFK,"New York, NY",11
897,AA,DCA,"Washington, DC",CLT,"Charlotte, NC",2
898,AA,MIA,"Miami, FL",AUS,"Austin, TX",5
901,UA,BNA,"Nashville, TN",DEN,"Denver, CO",5
903,UA,LAS,"Las Vegas, NV",IAH,"Houston, TX",5
905,B6,JFK,"New York, NY",SJU,"San Juan, PR",7
907,MQ,ORD,"Chicago, IL",GRB,"Green Bay, WI",1
908,OO,ORD,"Chicago, IL",BWI,"Baltimore, MD",3
909,WN,ATL,"Atlanta, GA",AUS,"Austin, TX",4
911,AA,ORD,"Chicago, IL",RSW,"Fort Myers, FL",5
913,OO,OAK,"Oakland, CA",LAX,"Los Angeles, CA",2
915,WN,MSY,"New Orleans, LA",DEN,"Denver, CO",5
918,DL,ATL,"Atlanta, GA",SLC,"Salt Lake City, UT",7
921,AA,DEN,"Denver, CO",CLT,"Charlotte, NC",6
924,UA,IAH,"Houston, TX",MCO,"Orlando, FL",4
930,UA,ORD,"Chicago, IL",MSP,"Minneapolis, MN",2
932,DL,MSP,"Minneapolis, MN",DCA,"Washington, DC",4
933,AA,DFW,"Dallas/Fort Worth, TX",PHL,"Philadelphia, PA",6
935,9E,LGA,"New York, NY",RIC,"Richmond, VA",2
938,F9,LAS,"Las Vegas, NV",SEA,"Seattle, WA",4
939,UA,IAH,"Houston, TX",LGA,"New York, NY",6
940,AA,CLT,"Charlotte, NC",CHS,"Charleston, SC",1
945,UA,MIA,"Miami, FL",ORD,"Chicago, IL",5
946,ZW,HPN,"White Plains, NY",ORD,"Chicago, IL",3
948,DL,SLC,"Salt Lake City, UT",IAH,"Houston, TX",5
949,WN,RSW,"Fort Myers, FL",ATL,"Atlanta, GA",3
950,9E,BOS,"Boston, MA",PIT,"Pittsburgh, PA",2
951,WN,SAT,"San Antonio, TX",DAL,"Dallas, TX",1
953,DL,ATL,"Atlanta, GA",TYS,"Knoxville, TN",1
955,DL,DTW,"Detroit, MI",TPA,"Tampa, FL",4
961,UA,IAD,"Washington, DC",ATL,"Atlanta, GA",3
963,B6,FLL,"Fort Lauderdale, FL",BOS,"Boston, MA",5
964,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",3
965,AA,PHL,"Philadelphia, PA",CLT,"Charlotte, NC",2
966,AA,LGA,"New York, NY",STL,"St. Louis, MO",4
969,OO,ORD,"Chicago, IL",HPN,"White Plains, NY",3
970,AA,DFW,"Dallas/Fort Worth, TX",SAN,"San Diego, CA",5
971,DL,SFO,"San Francisco, CA",SLC,"Salt Lake City, UT",3
973,YX,ORD,"Chicago, IL",SDF,"Louisville, KY",2
974,DL,BOS,"Boston, MA",MCO,"Orlando, FL",5
975,F9,STL,"St. Louis, MO",MCO,"Orlando, FL",4
976,WN,LGB,"Long Beach, CA",PHX,"Phoenix, AZ",2
977,AA,DFW,"Dallas/Fort Worth, TX",MEM,"Memphis, TN",2
978,DL,ATL,"Atlanta, GA",SAT,"San Antonio, TX",4
980,OO,SLC,"Salt Lake City, UT",LAX,"Los Angeles, CA",3
981,OO,SEA,"Seattle, WA",SFO,"San Francisco, CA",3
982,AS,SEA,"Seattle, WA",ONT,"Ontario, CA",4
985,OH,MSP,"Minneapolis, MN",DCA,"Washington, DC",4
986,DL,JFK,"New York, NY",ATL,"Atlanta, GA",4
987,B6,MCO,"Orlando, FL",SJU,"San Juan, PR",5
991,F9,CLT,"Charlotte, NC",LAS,"Las Vegas, NV",8
993,AA,TUL,"Tulsa, OK",DFW,"Dallas/Fort Worth, TX",1
995,AA,CLT,"Charlotte, NC",MIA,"Miami, FL",3
996,AA,TUS,"Tucson, AZ",DFW,"Dallas/Fort Worth, TX",4
998,YX,CMH,"Columbus, OH",LGA,"New York, NY",2
999,WN,DEN,"Denver, CO",BNA,"Nashville, TN",5
1001,DL,LGA,"New York, NY",TPA,"Tampa, FL",5
1002,YX,BOS,"Boston, MA",BNA,"Nashville, TN",4
1004,YX,BNA,"Nashville, TN",JFK,"New York, NY",4
1005,B6,RDU,"Raleigh/Durham, NC",JFK,"New York, NY",2
1006,AA,ORD,"Chicago, IL",PHL,"Philadelphia, PA",3
1007,AA,PHX,"Phoenix, AZ",CLT,"Charlotte, NC",8
1008,NK,MSP,"Minneapolis, MN",ATL,"Atlanta, GA",4
1010,NK,DTW,"Detroit, MI",LGA,"New York, NY",3
1012,AA,SNA,"Santa Ana, CA",ORD,"Chicago, IL",7
1013,YX,DCA,"Washington, DC",RDU,"Raleigh/Durham, NC",1
1014,B6,JAX,"Jacksonville, FL",JFK,"New York, NY",4
1016,AA,ORD,"Chicago, IL",MCO,"Orlando, FL",5
1021,WN,SNA,"Santa Ana, CA",LAS,"Las Vegas, NV",1
1024,YX,RIC,"Richmond, VA",LGA,"New York, NY",2
1025,WN,AUS,"Austin, TX",PHX,"Phoenix, AZ",4
1029,OO,DEN,"Denver, CO",TUL,"Tulsa, OK",3
1030,NK,DFW,"Dallas/Fort Worth, TX",MCO,"Orlando, FL",4
1031,AA,TPA,"Tampa, FL",DCA,"Washington, DC",4
1034,WN,HOU,"Houston, TX",ATL,"Atlanta, GA",3
1035,WN,LAX,"Los Angeles, CA",AUS,"Austin, TX",5
1036,AS,LAS,"Las Vegas, NV",PDX,"Portland, OR",4
1039,WN,PHX,"Phoenix, AZ",SMF,"Sacramento, CA",3
1041,YX,EWR,"Newark, NJ",CLT,"Charlotte, NC",3
1043,WN,TPA,"Tampa, FL",PHL,"Philadelphia, PA",4
1045,F9,LAS,"Las Vegas, NV",SAN,"San Diego, CA",2
1047,UA,ATL,"Atlanta, GA",ORD,"Chicago, IL",3
1049,DL,DTW,"Detroit, MI",LAS,"Las Vegas, NV",7
1050,QX,SEA,"Seattle, WA",EUG,"Eugene, OR",1
1053,NK,BWI,"Baltimore, MD",ATL,"Atlanta, GA",3
1056,YX,ORF,"Norfolk, VA",JFK,"New York, NY",2
1058,AA,LAX,"Los Angeles, CA",PHL,"Philadelphia, PA",10
